'an'niu 按钮
'ting'che'xin'hao 停车信号
'ting'dian 停电
'ting'jue'xin'hao 听觉信号
'tong'guo'an'niu 通过按钮
'tong'guo'an'niu'biao'shi'deng 通过按钮表示灯
'tong'guo'an'niu'dian'lu 通过按钮电路
'tong'guo'an'niu'ji'dian'qi 通过按钮继电器
'tong'guo'xin'hao 通过信号
'tong'guo'xin'hao'ji 通过信号机
'tong'yi'an'niu'pan 同意按钮盘
'tong'yi'dong'cha'ji'dian'qi 同意动岔继电器
'tong'yi'fa'che'ji'dian'qi 同意发车继电器
'tong'yi'jie'che'ji'dian'qi 同意接车继电器
'tong'zhi'chu'fa'ji'dian'qi 通知出发继电器
'tui'song'jin'lu'zhong'duan'ji'dian'qi 推送进路终端继电器
'tui'song'su'du'zi'dong'kong'zhi 推送速度自动控制
'tui'song'xin'hao 推送信号
'tuo'feng'bai'ji'dian'qi 驼峰白继电器
'tuo'feng'dian'qi'ji'zhong 驼峰电气集中
'tuo'feng'fang'zhi'chong'fu'ji'dian'qi 驼峰防止重复继电器
'tuo'feng'fu'shi'kong'zhi'ji'dian'qi 驼峰复示控制继电器
'tuo'feng'fu'shi'xin'hao'ji 驼峰复示信号机
'tuo'feng'ji'che'yao'kong 驼峰机车遥控
'tuo'feng'ji'xie'xiu'li'shi 驼峰机械修理室
'tuo'feng'liu'fang'kong'zhi'xi'tong 驼峰溜放控制系统
'tuo'feng'lv'ji'dian'qi 驼峰绿继电器
'tuo'feng'shan'guang'ji'dian'qi 驼峰闪光继电器
'tuo'feng'xin'hao'ji 驼峰信号机
'tuo'gui'biao'shi'qi 脱轨表示器
'wan'dian'biao'shi 晚点表示
'wei'ji'ji'dian'shi'dian'qi'ji'zhong 微机继电式电气集中
'wei'ji'lian'suo 微机联锁
'wei'xiu'bu'liang 维修不良
'wu'cha'qu'duan 无岔区段
'wu'cha'qu'duan'gui'dao'ji'dian'qi 无岔区段轨道继电器
'wu'ji'ji'dian'qi 无极继电器
'wu'yong'gu'zhang 误用故障
'xi'qi'shi'jian 吸起时间
'xi'qi'zhi 吸起值
'xia'feng'xin'hao 下峰信号
'xia'po'dao'fang'hu'dian'lu 下坡道防护电路
'xia'xing 下行
'xian'jie'jian'cha'qi 限界检查器
'xian'lu'dian 线路点
'xian'lu'qu'duan 线路区段
'xian'lu'zhan'yong'biao'shi 线路占用表示
'xian'lu'zhe'duan'biao'shi'qi 线路遮断表示器
'xian'qun'chu'zhan'xin'hao'ji 线群出站信号机
'xian'shi'ji'dian'qi 限时继电器
'xian'shi'ju'li 显示距离
'xian'shi'ren'gong'jie'suo 限时人工解锁
'xian'shu'jian'su'qi 线束减速器
'xian'tou'tuo'luo 线头脱落
'xiang'min'gui'dao'dian'lu 相敏轨道电路
'xiao'zhan'dian'qi'ji'zhong'lian'suo 小站电气集中联锁
'xin'hao'da'xiu 信号大修
'xin'hao'dian 信号点
'xin'hao'fu'shi'qi 信号复示器
'xin'hao'fu'zhu'ji'dian'qi 信号辅助继电器
'xin'hao'gu'zhang 信号故障
'xin'hao'guan'bi 信号关闭
'xin'hao'guan'bi'biao'shi 信号关闭表示
'xin'hao'ji'dian'deng'dian'lu 信号机点灯电路
'xin'hao'ji'dian'deng'dian'yuan 信号机点灯电源
'xin'hao'ji'dian'qi 信号继电器
'xin'hao'ji'hou'fang 信号机后方
'xin'hao'ji'qian'fang 信号机前方
'xin'hao'ji'zhong'xiu 信号集中修
'xin'hao'jian'cha'ji'dian'qi 信号检查继电器
'xin'hao'jian'xiu 信号检修
'xin'hao'jiang'ya'ji'dian'qi 信号降压继电器
'xin'hao'kai'fang 信号开放
'xin'hao'kai'fang'biao'shi 信号开放表示
'xin'hao'kong'zhi'dian'lu 信号控制电路
'xin'hao'qiao 信号桥
'xin'hao'tiao'ya'ji'dian'qi 信号调压继电器
'xin'hao'tuo'jia 信号托架
'xin'hao'wo'bing 信号握柄
'xin'hao'wu'xiao'biao 信号无效标
'xin'hao'xuan'bie'qi 信号选别器
'xin'hao'zheng'zhi 信号整治
'xin'hao'zhong'xiu 信号中修
'xin'hao'zong'fu'zhu'ji'dian'qi 信号总辅助继电器
'xing'che'ji'lu'she'bei 行车记录设备
'xing'che'xin'hao'ji 行车信号机
'xu'dian'chi'gong'dian 蓄电池供电
'xu'dian'chi'shi 蓄电池室
'xuan'lu 选路
'xuan'lu'zhi'xin'hao 选路制信号
'xuan'ze'ji'dian'qi 选择继电器
'xun'huan'jian'cha'zhi 循环检查制
'yan'hou'xin'hao'ji 咽喉信号机
'yao'kong'qu'duan 遥控区段
'yao'shi'lu'qian 钥匙路签
'yao'xin'qu'duan 遥信区段
'ye'jian'xin'hao 夜间信号
'yi'ci'can'shu 一次参数
'yi'ci'dian'chi'gong'dian 一次电池供电
'yi'deng'si'di'er'fu'shi'ji'dian'qi 一灯丝第二复示继电器
'yi'song'duo'shou 一送多受
'yin'dao'jie'suo'ji'dian'qi 引导解锁继电器
'yin'dao'zong'suo'bi'ji'dian'qi 引导总锁闭继电器
'you'ji'ji'dian'qi 有极继电器
'you'ya'dong'li'shi 油压动力室
'yu'ban'bi'se 预办闭塞
'yu'fang'wei'xiu 预防维修
'yu'gao'biao 预告标
'yu'gao'xin'hao 预告信号
'yu'gao'xin'hao'ji 预告信号机
'yu'hui'jin'lu 迂回进路
'yu'pai'jin'lu 预排进路
'yu'xian'tui'song'suo'bi'ji'dian'qi 预先推送锁闭继电器
'yuan'cheng'jian'du'fen'qu 远程监督分区
'yuan'cheng'wang'lu 远程网路
'yun'xing'tu'miao'hui'yi 运行图描绘仪
'yun'xu'tui'song'suo'bi'ji'dian'qi 允许推送锁闭继电器
'yun'xu'yu'tui'ji'dian'qi 允许预推继电器
'yun'xu'yu'tui'xin'hao 允许预推信号
'zai'xian'xiu 在线修
'zhan'chang'xing'wang'lu 站场型网路
'zhan'jian'lian'xi'dian'lu 站间联系电路
'zhan'jie'biao 站界标
'zhan'nei'dao'kou'lian'xi'dian'lu 站内道口联系电路
'zhan'xian'biao'shi 占线表示
'zhan'yong'xian'lu'ji'dian'qi 占用线路继电器
'zhao'cha'ji'dian'qi 照查继电器
'zhao'cha'suo'bi 照查锁闭
'zhe'duan'xin'hao 遮断信号
'zhe'duan'xin'hao'an'niu 遮断信号按钮
'zhe'duan'xin'hao'ji 遮断信号机
'zhe'duan'yu'gao'xin'hao'ji 遮断预告信号机
'zheng'chang'dong'zuo'ji'dian'qi 正常动作继电器
'zheng'liu'ji'dian'qi 整流继电器
'zheng'liu'qi'gong'dian 整流器供电
'zheng'xian'ji'dian'qi 正线继电器
'zheng'xian'lu'ji'dian'qi 正线路继电器
'zheng'zhuang 正装
'zhi'jiao'guai'zhou 直角拐肘
'zhi'liu'dian'yuan'ping 直流电源屏
'zhi'liu'gong'dian'zhi 直流供电制
'zhi'liu'gui'dao'dian'lu 直流轨道电路
'zhi'liu'ji'dian'qi 直流继电器
'zhong'duan'dian'lan'he 终端电缆盒
'zhong'duan'fu'shi'ji'dian'qi 终端复示继电器
'zhong'duan'ji'dian'qi 终端继电器
'zhong'ji'zhan 中继站
'zhong'jian'dian'lan'he 中间电缆盒
'zhong'li'ji'dian'qi 重力继电器
'zhong'tu'fan'hui 中途返回
'zhong'xin'kong'zhi 中心控制
'zhou'jian'xin'hao 昼间信号
'zhou'ye'tong'yong'xin'hao 昼夜通用信号
'zhu'deng'si'duan'si'bao'jing 主灯丝断丝报警
'zhu'dian'yuan 主电源
'zhu'ti'xin'hao'ji 主体信号机
'zhu'xin'hao'ji'dian'qi 主信号继电器
'zhu'yi'xin'hao 注意信号
'zhuan'huan'shi'jian 转换时间
'zhuan'huan'suo'bi'qi 转换锁闭器
'zhuan'ji'shi'jian 转极时间
'zhuan'ji'zhi 转极值
'zhuan'xiang'gan 转向杆
'zhuan'zhe'ji'an'zhuang'zhuang'zhi 转辙机安装装置
'zhuan'zhe'suo'bi'qi 转辙锁闭器
'zhui'gou 追钩
'zhun'bei'kai'tong'ji'dian'qi 准备开通继电器
'zi'bi'dian'lu 自闭电路
'zi'dong'bi'se'lian'xi'dian'lu 自动闭塞联系电路
'zi'dong'cao'zong'zuo'ye 自动操纵作业
'zi'dong'chao'che'hao 自动抄车号
'zi'dong'dian'deng 自动点灯
'zi'dong'hua'tuo'feng'xi'tong 自动化驼峰系统
'zi'dong'huan'jie 自动缓解
'zi'dong'kai'bi'qi 自动开闭器
'zi'dong'lan'mu 自动栏木
'zi'dong'tiao'ya 自动调压
'zi'dong'tong'guo'an'niu'dian'lu 自动通过按钮电路
'zi'dong'xian'shi'jie'suo 自动限时解锁
'zi'dong'zhuan'jie 自动转接
'zi'fu'shi'an'niu 自复式按钮
'zong'chu'zhan'xin'hao'ji 总出站信号机
'zong'ding'wei'cao'zong'an'niu 总定位操纵按钮
'zong'ding'wei'cao'zong'ji'dian'qi 总定位操纵继电器
'zong'fan'wei'cao'zong'an'niu 总反位操纵按钮
'zong'fan'wei'cao'zong'ji'dian'qi 总反位操纵继电器
'zong'he'jia 综合架
'zong'qu'xiao'an'niu 总取消按钮
'zong'qu'xiao'ji'dian'qi 总取消继电器
'zong'ren'gong'jie'suo'an'niu 总人工解锁按钮
'zong'ren'gong'jie'suo'ji'dian'qi 总人工解锁继电器
'zu'he 组合
'zu'he'duan'zi 组合端子
'zu'he'gui 组合柜
'zu'he'ji'dian'qi 组合继电器
'zu'he'jia 组合架
'zu'he'shi'dian'qi'ji'zhong'lian'suo 组合式电气集中联锁
'zu'he'shi'xin'hao'ji'gou 组合式信号机构
'zu'xia 组匣
'zu'xia'duan'zi 组匣端子
'zu'xia'gui 组匣柜
'zu'xia'shi'dian'qi'ji'zhong'lian'suo 组匣式电气集中联锁
'zui'da'xian'zhi'xin'hao 最大限制信号
'zui'da'yun'xu'xin'hao 最大允许信号
