'a'wei 阿魏
'guan'mu'tong 关木通
'guang'fang'ji 广防己
'guang'huo'xiang 广藿香
'guang'jin'qian'cao 广金钱草
'guang'zao 广枣
'gui'jia 龟甲
'gui'zhi 桂枝
'hai'feng'teng 海风藤
'hai'jin'sha 海金沙
'hai'long 海龙
'hai'ma 海马
'hai'piao'xiao 海螵蛸
'hai'zao 海藻
'he'huan'hua 合欢花
'he'huan'pi 合欢皮
'he'shi 鹤虱
'he'shou'wu 何首乌
'he'tao'ren 核桃仁
'he'ye 荷叶
'he'zi 诃子
'hei'zhi'ma 黑芝麻
'hong'da'ji 红大戟
'hong'dou'kou 红豆蔻
'hong'fen 红粉
'hong'hua 红花
'hong'qi 红芪
'hong'shen 红参
'hou'po 厚朴
'hou'pu'hua 厚朴花
'hu'huang'lian 胡黄连
'hu'jiao 胡椒
'hu'lu'ba 葫芦巴
'hu'zhang 虎杖
'hua'jiao 花椒
'hua'rui'shi 花蕊石
'hua'shi 滑石
'huai'hua 槐花
'huai'jiao 槐角
'huang'bo 黄柏
'huang'jing 黄精
'huang'lian 黄连
'huang'qi 黄芪
'huang'qin 黄芩
'huo'ma'ren 火麻仁
'ji'gu'cao 鸡骨草
'ji'guan'hua 鸡冠花
'ji'jie 藉节
'ji'li 蒺藜
'ji'nei'jin 鸡内金
'ji'xing'zi 急性子
'ji'xue'cao 积雪草
'ji'xue'teng 鸡血藤
'jiang'can 僵蚕
'jiang'huang 姜黄
'jiang'xiang 降香
'jiao'bing'lang 焦槟榔
'jiao'zhi'zi 焦栀子
'jie'geng 桔梗
'jie'zi 芥子
'jin'deng'long 锦灯笼
'jin'fei'cao 金沸草
'jin'guo'lan 金果榄
'jin'ling'zi 金铃子
'jin'meng'shi 金礞石
'jin'qian'bai'hua'she 金钱白花蛇
'jin'qian'cao 金钱草
'jin'qiao'mai 金荞麦
'jin'yin'hua 金银花
'jin'ying'zi 金樱子
'jing'da'ji 京大戟
'jing'jie 荆芥
'jiu'cai'zi 韭菜子
'jiu'li'xiang 九里香
'jiu'xiang'chong 九香虫
'ju'he 橘核
'ju'hong 橘红
'ju'hua 菊花
'ju'ju 菊苣
'juan'bai 卷柏
'jue'ming'zi 决明子
'ku'lian'pi 苦楝皮
'ku'mu 苦木
'ku'shen 苦参
'ku'xing'ren 苦杏仁
'kuan'dong'hua 款冬花
'kun'bu 昆布
'lao'guan'cao 老鹳草
'lei'wan 雷丸
'li'lu 藜芦
'li'zhi'he 荔枝核
'lian'fang 连房
'lian'qian'cao 连钱草
'lian'qiao 连翘
'lian'xu 莲须
'lian'zi 莲子
'lian'zi'xin 莲子心
'liang'mian'zhen 两面针
'liang'tou'jian 两头尖
'liao'da'qing'ye 蓼大青叶
'liao'xi'xin 辽细辛
'ling'xiao'hua 凌霄花
'ling'yang'jiao 羚羊角
'ling'zhi 灵芝
'liu'huang 硫黄
'long'dan 龙胆
'long'yan'rou 龙眼肉
'lou'lu 漏芦
'lu'gan'shi 炉甘石
'lu'gen 芦根
'lu'hui 芦荟
'lu'jiao 鹿角
'lu'jiao'shuang 鹿角霜
'lu'lu'tong 路路通
'lu'rong 鹿茸
'lu'xian'cao 鹿衔草
'luo'bu'ma'ye 罗布麻叶
'luo'han'guo 罗汉果
'luo'shi'teng 络石滕
'ma'bian'cao 马鞭草
'ma'bo 马勃
'ma'chi'xian 马齿苋
'ma'dou'ling 马兜铃
'ma'huang 麻黄
'ma'huang'gen 麻黄根
'ma'qian'zi 马钱子
'ma'you 麻油
'mai'dong 麦冬
'mai'ya 麦芽
'man'jing'zi 蔓荆子
'man'shan'hong 满山红
'mang'xiao 芒硝
'mao'he'zi 毛诃子
'mao'zhao'cao 猫爪草
'mei'gui'hua 玫瑰花
'mei'hua 梅花
'mi'meng'hua 蜜蒙花
'mian'bi'xie 绵萆薢
'mian'ma'guan'zhong 绵马贯众
'ming'dang'shen 明党参
'mo'han'lian 墨旱莲
'mu'bie'zi 木鳖子
'mu'dan'pi 牡丹皮
'mu'gua 木瓜
'mu'hu'die 木蝴蝶
'mu'li 牡蛎
'mu'xiang 木香
'mu'zei 木贼
'na'sha'shen 南沙参
'nan'ban'lan'gen 南板蓝根
'nan'he'shi 南鹤虱
'nan'wu'wei'zi 南五味子
'nao'yang'hua 闹羊花
'niu'bang'zi 牛蒡子
'niu'huang 牛黄
'niu'xi 牛膝
'nv'zhen'zi 女贞子
'pang'da'hai 胖大海
'pao'jiang 炮姜
'pei'lan 佩兰
'pi'pa'ye 枇杷叶
'pian'jiang'huang 片姜黄
'ping'bei'mu 平贝母
'pu'gong'ying 蒲公英
'pu'huang 蒲黄
'qi'she 蕲蛇
'qian'cao 茜草
'qian'hu 前胡
'qian'jin'zi 千金子
'qian'jin'zi'shuang 千金子霜
'qian'nian'jian 千年健
'qian'niu'zi 牵牛子
'qian'shi 芡实
'qiang'huo 羌活
'qin'jiao 秦艽
'qin'pi 秦皮
'qing'dai 青黛
'qing'fen 轻粉
'qing'feng'teng 青风藤
'qing'guo 青果
'qing'hao 青蒿
'qing'meng'shi 青礞石
'qing'mu'xiang 青木香
'qing'pi 青皮
'qing'xiang'zi 青葙子
'qing'ye'dan 青叶胆
'qiu'yin 蚯蚓
'qu'mai 瞿麦
'quan'shen 拳参
'quan'xie 全蝎
'ren'dong'teng 忍冬藤
'ren'shen 人参
'ren'shen'ye 人参叶
'rou'dou'kou 肉豆蔻
'rou'gui 肉桂
'rou'wu'rong 肉巫蓉
'rui'ren 蕤仁
'san'bai'cao 三白草
'san'leng 三棱
'san'qi 三七
'sang'bai'pi 桑白皮
'sang'ji'sheng 桑寄生
'sang'piao'xiao 桑螵蛸
'sang'shen 桑椹
'sang'ye 桑叶
'sang'zhi 桑枝
'sha'ji 沙棘
'sha'ren 砂仁
'sha'yuan'zi 沙苑子
'shan'ci'gu 山慈姑
'shan'dou'gen 山豆根
'shan'mai'dong 山麦冬
'shan'nai 山柰
'shan'yao 山药
'shan'zha 山楂
'shan'zhi'zi 山栀子
'shan'zhu'yu 山茱萸
'shang'lu 商陆
'she'chuang'zi 蛇床子
'she'tui 蛇蜕
'she'xiang 麝香
'shen'jin'cao 伸筋草
'sheng'jiang 生姜
'sheng'ma 升麻
'shi'chang'pu 石菖蒲
'shi'di 柿蒂
'shi'gao 石膏
'shi'hu 石斛
'shi'jue'ming 石决明
'shi'jun'zi 使君子
'shi'liu'pi 石榴皮
'shi'wei 石苇
'shou'wu'teng 首乌藤
'shu'di'huang 熟地黄
'shui'hong'hua'zi 水红花子
'shui'niu'jiao 水牛角
'shui'zhi 水蛭
'si'gua'luo 丝瓜络
'song'hua'fen 松花粉
'song'jie'you 松节油
'su'he'xiang 苏合香
'su'mu 苏木
'suan'zao'ren 酸枣仁
'suo'luo'zi 娑罗子
'suo'yang 锁阳
'tai'zi'shen 太子参
'tan'xiang 檀香
'tao'ren 桃仁
'tian'dong 天冬
'tian'hua'fen 天花粉
'tian'kui'zi 天葵子
'tian'ma 天麻
'tian'nan'xing 天南星
'tian'xian'teng 天仙藤
'tian'xian'zi 天仙子
'tian'zhu'huang 天竺黄
'ting'li'zi 葶苈子
'tong'cao 通草
'tu'bei'mu 土贝母
'tu'bie'chong 土鳖虫
'tu'fu'ling 土茯苓
'tu'jing'pi 土荆皮
'tu'mu'xiang 土木香
'tu'si'zi 菟丝子
'wa'leng'zi 瓦楞子
'wang'bu'liu'xing 王不留行
'wei'ling'cai 委陵菜
'wei'ling'xian 威灵仙
'wu'bei'zi 五倍子
'wu'gong 蜈蚣
'wu'jia'pi 五加皮
'wu'mei 乌梅
'wu'shao'she 乌梢蛇
'wu'wei'zi 五味子
'wu'yao 乌药
'wu'zhu'yu 吴茱萸
'xi'he'liu 西河柳
'xi'hong'hua 西红花
'xi'xian'cao 豨莶草
'xi'xin 细辛
'xi'yang'shen 西洋参
'xia'ku'cao 夏枯草
'xia'tian'wu 夏天无
'xian'he'cao 仙鹤草
'xian'mao 仙茅
'xiang'fu 香附
'xiang'jia'pi 香加皮
'xiang'ru 香薷
'xiang'yuan 香橼
'xiao'hui'xiang 小茴香
'xiao'ji 小蓟
'xiao'tong'cao 小通草
'xiao'ye'lian 小叶莲
'xie'bai 薤白
'xin'yi 辛夷
'xing'ren 杏仁
'xiong'huang 雄黄
'xu'chang'qing 徐长卿
'xu'duan 续断
'xu'sui'zi 续随子
'xuan'fu'hua 旋覆花
'xuan'ming'fen 玄明粉
'xuan'shen 玄参
'xue'jie 血竭
'xue'yu'tan 血余炭
'ya'dan'zi 鸦胆子
'ya'hu'nu 亚乎奴
'ya'ma'zi 亚麻子
'ya'zhi'cao 鸭跖草
'yan'hu'suo 延胡索
'yang'jin'hua 洋金花
'ye'gan 射干
'ye'ju'hua 野菊花
'yi'bei'mu 伊贝母
'yi'mu'cao 益母草
'yi'yi'ren 薏苡仁
'yi'zhi 益智
'yin'chai'hu 银柴胡
'yin'chen 茵陈
'yin'xing'ye 银杏叶
'yin'yang'huo 淫羊藿
'ying'su'ke 罂粟壳
'yu'gan'zi 余甘子
'yu'jin 郁金
'yu'li'ren 郁李仁
'yu'xing'cao 鱼腥草
'yu'yu'liang 禹余粮
'yu'zhi'zi 预知子
'yu'zhou'lou'lu 禹州漏芦
'yu'zhu 玉竹
'yuan'hua 芫花
'yuan'zhi 远志
'yue'ji'hua 月季花
'zao'jiao'ci 皂角刺
'ze'lan 泽兰
'ze'xie 泽泻
'zhe'bei'mu 浙贝母
'zhe'shi 赭石
'zhen'zhu 珍珠
'zhen'zhu'mu 珍珠母
'zhi'cao'wu 制草乌
'zhi'chuan'wu 制川乌
'zhi'gan'cao 炙甘草
'zhi'he'shou'wu 制何首乌
'zhi'hong'qi 炙红芪
'zhi'huang'qi 炙黄芪
'zhi'ke 枳壳
'zhi'mu 知母
'zhi'shi 枳实
'zhi'zi 栀子
'zhong'jie'feng 肿节风
'zhong'ru'shi 钟乳石
'zhu'jie'shen 竹节参
'zhu'ling 猪苓
'zhu'ru 竹茹
'zhu'sha 朱砂
'zhu'ya'zao 猪牙皂
'zhu'zi'shen 珠子参
'zi'cao 紫草
'zi'he'che 紫河车
'zi'hua'di'ding 紫花地丁
'zi'ran'tong 自然铜
'zi'shi'ying 紫石英
'zi'su'geng 紫苏梗
'zi'su'ye 紫苏叶
'zi'su'zi 紫苏子
'zi'wan 紫菀
'zong'lv 棕榈
