'a'wei 阿魏
'che'qian'zi 车前子
'chen'pi 陈皮
'chen'xiang 沉香
'chi'shao 赤芍
'chi'shi'zhi 赤石脂
'chi'xiao'dou 赤小豆
'chong'lou 重楼
'chong'wei'zi 茺蔚子
'chou'ling'dan'cao 臭灵丹草
'chou'wu'tong'ye 臭梧桐叶
'chu'shi'zi 楮实子
'chuan'bei'mu 川贝母
'chuan'lian'zi 川楝子
'chuan'mu'tong 川木通
'chuan'mu'xiang 川木香
'chuan'niu'xi 川牛膝
'chuan'shan'long 穿山龙
'chuan'she'gan 川射干
'chuan'xin'lian 穿心莲
'chuan'xiong 川芎
'chui'pen'cao 垂盆草
'chun'pi 椿皮
'ci'shi 磁石
'ci'wei'pi 刺猬皮
'ci'wu'jia 刺五加
'cong'zi 葱子
'cu'ai'tan 醋艾炭
'cu'bei'chai'hu 醋北柴胡
'cu'bie'jia 醋鳖甲
'cu'e'zhu 醋莪术
'cu'gan'sui 醋甘遂
'cu'gui'jia 醋龟甲
'cu'ji'nei'jin 醋鸡内金
'cu'jing'da'ji 醋京大戟
'cu'lang'du 醋狼毒
'cu'mei'yao 醋没药
'cu'nan'chai'hu 醋南柴胡
'cu'nan'wu'wei'zi 醋南五味子
'cu'qing'pi 醋青皮
'cu'ru'xiang 醋乳香
'cu'san'leng 醋三棱
'cu'shang'lu 醋商陆
'cu'wu'wei'zi 醋五味子
'cu'xiang'fu 醋香附
'cu'yan'hu'suo 醋延胡索
'cu'yuan'hua 醋芫花
'da'dou'huang'juan 大豆黄卷
'da'fu'mao 大腹毛
'da'fu'pi 大腹皮
'da'huang 大黄
'da'huang'tan 大黄炭
'da'ji 大蓟
'da'ji'tan 大蓟炭
'da'qing'yan 大青盐
'da'qing'ye 大青叶
'da'xue'teng 大血藤
'da'ye'zi'zhu 大叶紫珠
'da'zao 大枣
'da'zao'jiao 大皂角
'dai'dai'hua 代代花
'dan'dou'chi 淡豆豉
'dan'fan 胆矾
'dan'fu'pian 淡附片
'dan'nan'xing 胆南星
'dan'shen 丹参
'dan'zhu'ye 淡竹叶
'dang'gui 当归
'dang'shen'pian 党参片
'dang'yao 当药
'dao'dou 刀豆
'dao'kou'cao 倒扣草
'dao'ya 稻芽
'deng'xin'cao 灯心草
'deng'xin'tan 灯心炭
'deng'zhan'hua 灯盏花
'deng'zhan'xi'xin 灯盏细辛
'di'er'cao 地耳草
'di'feng'pi 地枫皮
'di'fu'zi 地肤子
'di'gu'pi 地骨皮
'di'huang 地黄
'di'jin'cao 地锦草
'di'long 地龙
'di'yu 地榆
'di'yu'tan 地榆炭
'dian'ji'xue'teng 滇鸡血藤
'ding'gong'teng 丁公藤
'ding'xiang 丁香
'dong'gua'pi 冬瓜皮
'dong'gua'zi 冬瓜子
'dong'kui'guo 冬葵果
'dong'ling'cao 冬凌草
'dou'kou 豆蔻
'du'huo 独活
'du'yi'wei 独一味
'du'zhong 杜仲
'du'zhong'ye 杜仲叶
'duan'chi'shi'zhi 煅赤石脂
'duan'ci'shi 煅磁石
'duan'ge'ke 煅蛤壳
'duan'hua'rui'shi 煅花蕊石
'duan'jin'meng'shi 煅金礞石
'duan'lu'gan'shi 煅炉甘石
'duan'mu'li 煅牡蛎
'duan'qing'meng'shi 煅青礞石
'duan'shi'gao 煅石膏
'duan'shi'jue'ming 煅石决明
'duan'wa'leng'zi 煅瓦楞子
'duan'xue'liu 断血流
'duan'yu'yu'liang 煅禹余粮
'duan'zao'fan 煅皂矾
'duan'zhe'shi 煅赭石
'duan'zhen'zhu'mu 煅珍珠母
'duan'zhong'ru'shi 煅钟乳石
'duan'zi'ran'tong 煅自然铜
'duan'zi'shi'ying 煅紫石英
'e'bu'shi'cao 鹅不食草
'e'jiao'zhu 阿胶珠
'e'zhu 莪术
'er'cha 儿茶
'fa'ban'xia 法半夏
'fan'bai'cao 翻白草
'fan'mu'bie 番木鳖
'fan'xie'ye 番泻叶
'fang'feng 防风
'fang'ji 防己
'fei'yang'cao 飞扬草
'fei'zi 榧子
'fen'bi'xie 粉萆薢
'fen'ge 粉葛
'fen'xin'mu 分心木
'feng'fang 蜂房
'feng'huang'yi 凤凰衣
'feng'la 蜂蜡
'feng'wei'cao 凤尾草
'feng'xian'tou'gu'cao 凤仙透骨草
'fo'shou 佛手
'fo'shou'hua 佛手花
'fu'chao'bai'zhu 麸炒白术
'fu'chao'cang'zhu 麸炒苍术
'fu'chao'chun'pi 麸炒椿皮
'fu'chao'qian'shi 麸炒芡实
'fu'chao'shan'yao 麸炒山药
'fu'chao'yi'yi'ren 麸炒薏苡仁
'fu'chao'zhi'ke 麸炒枳壳
'fu'chao'zhi'shi 麸炒枳实
'fu'hai'shi 浮海石
'fu'ling 茯苓
'fu'ling'pi 茯苓皮
'fu'long'gan 伏龙肝
'fu'pen'zi 覆盆子
'fu'pian 附片
'fu'ping 浮萍
'fu'rong'ye 芙蓉叶
'fu'shi 浮石
'fu'wei'rou'dou'kou 麸煨肉豆蔻
'fu'xiao'mai 浮小麦
'gan'cao'pian 甘草片
'gan'jiang 干姜
'gan'qi 干漆
'gan'shi'hu 干石斛
'gan'song 甘松
'gan'yi'mu'cao 干益母草
'gan'yu'xing'cao 干鱼腥草
'gang'ban'gui 杠板归
'gao'ben'pian 藁本片
'gao'liang'jiang 高良姜
'ge'gen 葛根
'ge'hua 葛花
'ge'jie 蛤蚧
'ge'ke 蛤壳
'gong'lao'mu 功劳木
'gou'gu'ye 枸骨叶
'gou'ji 狗脊
'gou'qi'zi 枸杞子
'gou'teng 钩藤
'gu'jing'cao 谷精草
'gu'sui'bu 骨碎补
'gu'ya 谷芽
'gua'lou 栝楼
'gua'lou 瓜蒌
'gua'lou'pi 瓜蒌皮
'gua'lou'zi 栝楼子
'gua'lou'zi 瓜蒌子
'gua'zi'jin 瓜子金
'guan'bai'fu 关白附
'guan'hua'rou'cong'rong'pian 管花肉苁蓉片
'guan'huang'bai 关黄柏
'guan'huang'bai'tan 关黄柏炭
'guan'ye'jin'si'tao 贯叶金丝桃
'guang'ci'gu 光慈姑
'guang'dong'zi'zhu 广东紫珠
'guang'dou'gen 广豆根
'guang'huo'xiang 广藿香
'guang'jin'qian'cao 广金钱草
'guang'zao 广枣
'gui'ban 龟板
'gui'ban'jiao 龟板胶
'gui'jia 龟甲
'gui'jia'jiao 龟甲胶
'gui'jian'yu 鬼箭羽
'gui'zhi 桂枝
'guo'gang'long 过岗龙
'hai'feng'teng 海风藤
'hai'jin'sha 海金沙
'hai'piao'xiao 海螵蛸
'hai'tong'pi 海桐皮
'hai'zao 海藻
'han'lian'cao 旱莲草
'he'geng 荷梗
'he'huan'hua 合欢花
'he'huan'pi 合欢皮
'he'shi 鹤虱
'he'shou'wu 何首乌
'he'tao'ren 核桃仁
'he'ye 荷叶
'he'ye'tan 荷叶炭
'he'zi 诃子
'he'zi'rou 诃子肉
'hei'dou 黑豆
'hei'hu'jiao 黑胡椒
'hei'zhi'ma 黑芝麻
'hong'da'ji 红大戟
'hong'dou'kou 红豆蔻
'hong'fen 红粉
'hong'hua 红花
'hong'hua'long'dan 红花龙胆
'hong'jing'tian 红景天
'hong'qi 红芪
'hong'shen 红参
'hong'shen'pian 红参片
'hou'pu 厚朴
'hou'pu'hua 厚朴花
'hu'bei'bei'mu 湖北贝母
'hu'er'cao 虎耳草
'hu'huang'lian 胡黄连
'hu'ji'sheng 槲寄生
'hu'jiao 胡椒
'hu'lu'ba 胡芦巴
'hu'po 琥珀
'hu'tao'ren 胡桃仁
'hu'zhang 虎杖
'hua'jiao 花椒
'hua'ju'hong 化橘红
'hua'rui'shi 花蕊石
'hua'shan'can 华山参
'hua'shi 滑石
'hua'shi'fen 滑石粉
'huai'hua 槐花
'huai'hua'tan 槐花炭
'huai'jiao 槐角
'huai'mi 槐米
'huang'bai 黄柏
'huang'bai'tan 黄柏炭
'huang'jing 黄精
'huang'lian'pian 黄连片
'huang'qi 黄芪
'huang'qin'pian 黄芩片
'huang'shan'yao 黄山药
'huang'shu'kui'hua 黄蜀葵花
'huang'teng 黄藤
'huang'yao'zi 黄药子
'hui'xiang 茴香
'huo'ma'ren 火麻仁
'huo'xiang 藿香
'ji'gu'cao 鸡骨草
'ji'guan'hua 鸡冠花
'ji'guan'hua'tan 鸡冠花炭
'ji'li 蒺藜
'ji'nei'jin 鸡内金
'ji'shi'teng 鸡矢藤
'ji'xing'zi 急性子
'ji'xue'cao 积雪草
'ji'xue'teng 鸡血藤
'jian'qu 建曲
'jiang'ban'xia 姜半夏
'jiang'can 僵蚕
'jiang'cao'guo'ren 姜草果仁
'jiang'hou'pu 姜厚朴
'jiang'huang 姜黄
'jiang'huang'lian 姜黄连
'jiang'pi 姜皮
'jiang'tan 姜炭
'jiang'xiang 降香
'jiang'zhu'ru 姜竹茹
'jiao'bing'lang 焦槟榔
'jiao'dao'ya 焦稻芽
'jiao'gu'ya 焦谷芽
'jiao'mai'ya 焦麦芽
'jiao'shan'zha 焦山楂
'jiao'zhi'zi 焦栀子
'jie'geng 桔梗
'jie'zi 芥子
'jin'deng'long 锦灯笼
'jin'fei'cao 金沸草
'jin'gu'cao 筋骨草
'jin'guo'lan 金果榄
'jin'jing'shi 金精石
'jin'long'dan'cao 金龙胆草
'jin'meng'shi 金礞石
'jin'qian'bai'hua'she 金钱白花蛇
'jin'qian'cao 金钱草
'jin'qiao'mai 金荞麦
'jin'tie'suo 金铁锁
'jin'yin'hua 金银花
'jin'ying'zi'rou 金樱子肉
'jing'da'ji 京大戟
'jing'jie 荆芥
'jing'jie'sui 荆芥穗
'jing'jie'sui'tan 荆芥穗炭
'jing'jie'tan 荆芥炭
'jing'shan'zha 净山楂
'jing'tian'san'qi 景天三七
'jiu'bai'shao 酒白芍
'jiu'bi'ying 救必应
'jiu'cai'zi 韭菜子
'jiu'chuan'niu'xi 酒川牛膝
'jiu'cong'rong 酒苁蓉
'jiu'da'huang 酒大黄
'jiu'dan'shen 酒丹参
'jiu'dang'gui 酒当归
'jiu'ge'jie 酒蛤蚧
'jiu'huang'jing 酒黄精
'jiu'huang'lian 酒黄连
'jiu'huang'qin 酒黄芩
'jiu'jie'chang'pu 九节菖蒲
'jiu'li'xiang 九里香
'jiu'niu'xi 酒牛膝
'jiu'nv'zhen'zi 酒女贞子
'jiu'qi'she 酒蕲蛇
'jiu'she'tui 酒蛇蜕
'jiu'wu'shao'she 酒乌梢蛇
'jiu'xi'xian'cao 酒豨莶草
'jiu'xiang'chong 九香虫
'jiu'xu'duan 酒续断
'jiu'yu'rou 酒萸肉
'jiu'zhi'feng'jiao 酒制蜂胶
'ju'he 橘核
'ju'hong 橘红
'ju'hua 菊花
'ju'ju 菊苣
'ju'luo 橘络
'juan'bai 卷柏
'juan'bai'tan 卷柏炭
'jue'ming'zi 决明子
'ke'teng'zi 榼藤子
'ku'di'ding 苦地丁
'ku'fan 枯矾
'ku'lian'pi 苦楝皮
'ku'lian'zi 苦楝子
'ku'mu 苦木
'ku'shen 苦参
'ku'xing'ren 苦杏仁
'kuan'dong'hua 款冬花
'kun'bu 昆布
'la'jiao 辣椒
'la'mei'hua 蜡梅花
'lai'fu'zi 莱菔子
'lan'bu'zheng 蓝布正
'lang'dang 莨菪
'lang'dang'zi 莨菪子
'lao'guan'cao 老鹳草
'le'ge'wang 了哥王
'lei'wan 雷丸
'li'zhi'he 荔枝核
'lian'fang'tan 莲房炭
'lian'qian'cao 连钱草
'lian'qiao 连翘
'lian'xu 莲须
'lian'zi 莲子
'lian'zi'xin 莲子心
'liao'da'qing'ye 蓼大青叶
'liao'gao'ben'pian 辽藁本片
'ling'sha 灵砂
'ling'xiao'hua 凌霄花
'ling'zhi 灵芝
'liu'huang 硫黄
'liu'yue'xue 六月雪
'long'chi 龙齿
'long'dan 龙胆
'long'gu 龙骨
'long'kui 龙葵
'long'li'ye 龙脷叶
'long'yan'rou 龙眼肉
'lou'gu 蝼蛄
'lou'lu 漏芦
'lu'gan'shi 炉甘石
'lu'gen 芦根
'lu'hui 芦荟
'lu'jiao 鹿角
'lu'jiao'jiao 鹿角胶
'lu'jiao'shuang 鹿角霜
'lu'lu'tong 路路通
'lu'xian'cao 鹿衔草
'lu'ying 陆英
'luo'bu'ma'ye 罗布麻叶
'luo'han'guo 罗汉果
'luo'hua'zi'zhu 裸花紫珠
'luo'shi'teng 络石藤
'ma'bian'cao 马鞭草
'ma'bo 马勃
'ma'chi'xian 马齿苋
'ma'dou'ling 马兜铃
'ma'huang 麻黄
'ma'huang'gen 麻黄根
'ma'qian'zi'fen 马钱子粉
'mai'dong 麦冬
'mai'ya 麦芽
'man'jing'zi 蔓荆子
'man'shan'hong 满山红
'man'tuo'luo 曼陀罗
'mang'xiao 芒硝
'mao'dong'qing 毛冬青
'mao'gen'tan 茅根炭
'mao'he'zi 毛诃子
'mao'yan'cao 猫眼草
'mao'zhao'cao 猫爪草
'mei'gui'hua 玫瑰花
'mei'hua 梅花
'mei'yao 没药
'meng'chong 虻虫
'mi'bai'bu 蜜百部
'mi'bai'he 蜜百合
'mi'bai'qian 蜜白前
'mi'ban'mao 米斑蝥
'mi'chao'dang'shen 米炒党参
'mi'huai'jiao 蜜槐角
'mi'kuan'dong'hua 蜜款冬花
'mi'ma'dou'ling 蜜马兜铃
'mi'ma'huang 蜜麻黄
'mi'meng'hua 密蒙花
'mi'pi'pa'ye 蜜枇杷叶
'mi'qian'hu 蜜前胡
'mi'sang'bai'pi 蜜桑白皮
'mi'tuo'seng 密佗僧
'mi'xuan'fu'hua 蜜旋覆花
'mi'ying'su'ke 蜜罂粟壳
'mi'zi'wan 蜜紫菀
'mian'bi'xie 绵萆薢
'mian'ma'guan'zhong 绵马贯众
'mian'ma'guan'zhong'tan 绵马贯众炭
'ming'dang'shen 明党参
'mo'han'lian 墨旱莲
'mu'bie'zi 木鳖子
'mu'bie'zi'ren 木鳖子仁
'mu'bie'zi'shuang 木鳖子霜
'mu'dan'pi 牡丹皮
'mu'ding'xiang 母丁香
'mu'fu'rong'ye 木芙蓉叶
'mu'gua 木瓜
'mu'hu'die 木蝴蝶
'mu'li 牡蛎
'mu'mian'hua 木棉花
'mu'tong 木通
'mu'xiang 木香
'mu'zei 木贼
'nan'ban'lan'gen 南板蓝根
'nan'chai'hu 南柴胡
'nan'han'shui'shi 南寒水石
'nan'he'shi 南鹤虱
'nan'sha'shen 南沙参
'nan'wu'wei'zi 南五味子
'nan'wu'wei'zi'gen 南五味子根
'nao'yang'hua 闹羊花
'nei'meng'zi'cao 内蒙紫草
'niu'bang'zi 牛蒡子
'niu'xi 牛膝
'nuo'dao'gen 糯稻根
'nv'zhen'zi 女贞子
'ou'jie 藕节
'ou'jie'tan 藕节炭
'pang'da'hai 胖大海
'pao'fu'pian 炮附片
'pao'jiang 炮姜
'pei'lan 佩兰
'pi'pa'ye 枇杷叶
'pian'jiang'huang 片姜黄
'ping'bei'mu 平贝母
'pu'gong'ying 蒲公英
'pu'huang'tan 蒲黄炭
'qi'she 蕲蛇
'qi'she'rou 蕲蛇肉
'qian'cao 茜草
'qian'cao'tan 茜草炭
'qian'hu 前胡
'qian'jin'zi 千金子
'qian'jin'zi'shuang 千金子霜
'qian'li'guang 千里光
'qian'nian'jian 千年健
'qian'niu'zi 牵牛子
'qian'shi 芡实
'qiang'huo 羌活
'qiang'lang 蜣螂
'qin'jiao 秦艽
'qin'pi 秦皮
'qing'ban'xia 清半夏
'qing'dai 青黛
'qing'fen 轻粉
'qing'feng'teng 青风藤
'qing'guo 青果
'qing'hao 青蒿
'qing'ma'zi 苘麻子
'qing'meng'shi 青礞石
'qing'pi 青皮
'qing'xiang'zi 青葙子
'qing'ye'dan 清叶胆
'qu'mai 瞿麦
'quan'can 拳参
'quan'xie 全蝎
'ren'dong'teng 忍冬藤
'ren'gong'niu'huang 人工牛黄
'ren'shen'pian 人参片
'ren'shen'ye 人参叶
'rou'cong'rong'pian 肉苁蓉片
'rou'dou'kou 肉豆蔻
'rou'gui 肉桂
'ru'xiang 乳香
'rui'ren 蕤仁
'san'bai'cao 三白草
'san'ke'zhen 三颗针
'san'leng 三棱
'san'qi'fen 三七粉
'sang'bai'pi 桑白皮
'sang'ji'sheng 桑寄生
'sang'piao'xiao 桑螵蛸
'sang'shen 桑椹
'sang'ye 桑叶
'sang'zhi 桑枝
'sha'ji 沙棘
'sha'ren 砂仁
'sha'yuan'zi 沙苑子
'shan'ci'gu 山慈菇
'shan'dou'gen 山豆根
'shan'mai'dong 山麦冬
'shan'nai 山柰
'shan'xiang'yuan'ye 山香圆叶
'shan'yao 山药
'shan'yao'pian 山药片
'shan'yin'hua 山银花
'shan'yu'rou 山萸肉
'shan'zha'ye 山楂叶
'she'chuang'zi 蛇床子
'she'gan 射干
'she'tui 蛇蜕
'shen'jin'cao 伸筋草
'sheng'ba'dou 生巴豆
'sheng'bai'fu'zi 生白附子
'sheng'ban'mao 生斑蝥
'sheng'ban'xia 生半夏
'sheng'cao'wu 生草乌
'sheng'chuan'wu 生川乌
'sheng'gan'sui 生甘遂
'sheng'jiang 生姜
'sheng'lang'du 生狼毒
'sheng'ma 升麻
'sheng'ma'qian'zi 生马钱子
'sheng'pu'huang 生蒲黄
'sheng'shang'lu 生商陆
'sheng'shi'gao 生石膏
'sheng'tian'nan'xing 生天南星
'shi'cao 蓍草
'shi'chang'pu 石菖蒲
'shi'di 柿蒂
'shi'diao'lan 石吊兰
'shi'jian'chuan 石见穿
'shi'jue'ming 石决明
'shi'jun'zi 使君子
'shi'jun'zi'ren 使君子仁
'shi'lian'zi 石莲子
'shi'liu'pi 石榴皮
'shi'liu'pi'tan 石榴皮炭
'shi'nan'ye 石楠叶
'shi'wei 石韦
'shi'yan 石燕
'shou'wu'teng 首乌藤
'shu'da'huang 熟大黄
'shu'di'huang 熟地黄
'shui'fei'ji 水飞蓟
'shui'hong'hua'zi 水红花子
'shui'niu'jiao 水牛角
'shui'zhi 水蛭
'si'gua'luo 丝瓜络
'si'ji'qing 四季青
'song'hua'fen 松花粉
'song'xiang 松香
'su'he'xiang 苏合香
'su'mu 苏木
'suan'zao'ren 酸枣仁
'suo'luo'zi 娑罗子
'suo'yang 锁阳
'tai'zi'shen 太子参
'tan'xiang 檀香
'tang'gou'ji 烫狗脊
'tang'gu'sui'bu 烫骨碎补
'tang'shui'zhi 烫水蛭
'tao'ren 桃仁
'tao'zhi 桃枝
'tian'dong 天冬
'tian'gua'di 甜瓜蒂
'tian'gua'zi 甜瓜子
'tian'hua'fen 天花粉
'tian'ji'huang 田基黄
'tian'kui'zi 天葵子
'tian'ma 天麻
'tian'ran'bing'pian 天然冰片
'tian'xian'teng 天仙藤
'tian'xian'zi 天仙子
'tian'zhu'huang 天竺黄
'ting'li'zi 葶苈子
'tong'cao 通草
'tu'bei'mu 土贝母
'tu'bie'chong 土鳖虫
'tu'fu'ling 土茯苓
'tu'jing'pi 土荆皮
'tu'mu'xiang 土木香
'tu'si'zi 菟丝子
'wa'leng'zi 瓦楞子
'wa'song 瓦松
'wang'bu'liu'xing 王不留行
'wei'chuan'mu'xiang 煨川木香
'wei'ling'cai 委陵菜
'wei'ling'xian 威灵仙
'wei'mu'xiang 煨木香
'wu'bei'zi 五倍子
'wu'gong 蜈蚣
'wu'hua'guo 无花果
'wu'jia'pi 五加皮
'wu'ling'zhi 五灵脂
'wu'mei 乌梅
'wu'mei'rou 乌梅肉
'wu'mei'tan 乌梅炭
'wu'ming'yi 无名异
'wu'shan'yin'yang'huo 巫山淫羊藿
'wu'shao'she 乌梢蛇
'wu'shao'she'rou 乌梢蛇肉
'wu'tong'zi 梧桐子
'wu'wei'zi 五味子
'wu'yao 乌药
'wu'zhu'yu 吴茱萸
'xi'gua'pi 西瓜皮
'xi'gua'shuang 西瓜霜
'xi'he'liu 西河柳
'xi'qing'guo 西青果
'xi'xian'cao 豨莶草
'xi'xin 细辛
'xia'ku'cao 夏枯草
'xia'tian'wu 夏天无
'xian'he'cao 仙鹤草
'xian'lu'gen 鲜芦根
'xian'mao 仙茅
'xian'yi'mu'cao 鲜益母草
'xian'yu'xing'cao 鲜鱼腥草
'xian'zhu'li 鲜竹沥
'xiang'fu 香附
'xiang'jia'pi 香加皮
'xiang'ru 香薷
'xiang'yuan 香橼
'xiao'bo'gu 小驳骨
'xiao'hui'xiang 小茴香
'xiao'ji 小蓟
'xiao'ji'tan 小蓟炭
'xiao'tong'cao 小通草
'xie'bai 薤白
'xin'jiang'zi'cao 新疆紫草
'xin'yi 辛夷
'xiong'dan'fen 熊胆粉
'xiong'huang'fen 雄黄粉
'xu'chang'qing 徐长卿
'xu'duan'pian 续断片
'xuan'fu'hua 旋覆花
'xuan'jing'shi 玄精石
'xuan'ming'fen 玄明粉
'xuan'shen 玄参
'xue'shang'yi'zhi'hao 雪上一枝蒿
'xue'yu'tan 血余炭
'xun'gu'feng 寻骨风
'ya'dan'zi 鸦胆子
'ya'ma'zi 亚麻子
'ya'zhi'cao 鸭跖草
'yan'ba'ji'tian 盐巴戟天
'yan'bu'gu'zhi 盐补骨脂
'yan'che'qian'zi 盐车前子
'yan'du'zhong 盐杜仲
'yan'guan'huang'bai 盐关黄柏
'yan'hu'lu'ba 盐胡芦巴
'yan'hu'suo 延胡索
'yan'huang'bai 盐黄柏
'yan'jiu'cai'zi 盐韭菜子
'yan'ju'he 盐橘核
'yan'sha'yuan'zi 盐沙苑子
'yan'sui'zi 芫荽子
'yan'tu'si'zi 盐菟丝子
'yan'tuo 岩陀
'yan'xiao'hui'xiang 盐小茴香
'yan'xu'duan 盐续断
'yan'yi'zhi'ren 盐益智仁
'yan'ze'xie 盐泽泻
'yan'zhi'mu 盐知母
'yang'jin'hua 洋金花
'yang'qi'shi 阳起石
'ye'ju'hua 野菊花
'ye'ma'zhui 野马追
'ye'mu'gua 野木瓜
'yi'yi'ren 薏苡仁
'yi'zhi'huang'hua 一枝黄花
'yi'zhi'ren 益智仁
'yin'chai'hu 银柴胡
'yin'chen 茵陈
'yin'qi'shi 阴起石
'yin'xing'ye 银杏叶
'yin'yang'huo 淫羊藿
'ying'su'ke 罂粟壳
'you'song'jie 油松节
'you'xuan'long'nao 右旋龙脑
'yu'gan'zi 余甘子
'yu'huang'lian 萸黄连
'yu'jin 郁金
'yu'li'ren 郁李仁
'yu'liang'shi 禹粮石
'yu'mi'xu 玉米须
'yu'yu'liang 禹余粮
'yu'zhi'zi 预知子
'yu'zhou'lou'lu 禹州漏芦
'yu'zhu 玉竹
'yuan'hua 芫花
'yuan'zhi 远志
'yue'ji'hua 月季花
'yun'zhi 云芝
'zao'fan 皂矾
'zao'jiao'ci 皂角刺
'ze'lan 泽兰
'ze'xie 泽泻
'zhe'bei'mu 浙贝母
'zhe'shi 赭石
'zhen'zhu'fen 珍珠粉
'zhen'zhu'mu 珍珠母
'zhi'ba'ji'tian 制巴戟天
'zhi'bai'fu'zi 制白附子
'zhi'cao'wu 制草乌
'zhi'chuan'wu 制川乌
'zhi'gan'cao 炙甘草
'zhi'he'shou'wu 制何首乌
'zhi'hong'qi 炙红芪
'zhi'huang'qi 炙黄芪
'zhi'ju'zi 枳椇子
'zhi'ke 枳壳
'zhi'liu'huang 制硫黄
'zhi'ma'qian'zi 制马钱子
'zhi'mu 知母
'zhi'shi 枳实
'zhi'tian'nan'xing 制天南星
'zhi'wu'shan'yin'yang'huo 炙巫山淫羊藿
'zhi'wu'zhu'yu 制吴茱萸
'zhi'yin'yang'huo 炙淫羊藿
'zhi'yuan'zhi 制远志
'zhi'zhu'xiang 蜘蛛香
'zhi'zi 栀子
'zhong'jie'feng 肿节风
'zhong'ru'shi 钟乳石
'zhu'dan'fen 猪胆粉
'zhu'jie'can 竹节参
'zhu'jie'xiang'fu 竹节香附
'zhu'ling 猪苓
'zhu'ma'gen 苎麻根
'zhu'ru 竹茹
'zhu'sha'fen 朱砂粉
'zhu'sha'gen 朱砂根
'zhu'ya'zao 猪牙皂
'zhu'yang'yang 猪殃殃
'zhu'zi'can 珠子参
'zi'bei'chi 紫贝齿
'zi'hua'di'ding 紫花地丁
'zi'hua'qian'hu 紫花前胡
'zi'qi'guan'zhong 紫萁贯众
