'a'zi'fu'chuang'qi 阿姊扶床泣
'jun'bu'jian'xin'an'yi'ye'qin'ren'chou 君不见新安一夜秦人愁
'jun'gui'fu'xi'deng'tai'ge 君归复喜登台阁
'jun'hang'dang'mian'zhan 君行当勉旃
'jun'kan'qin'shi'hou 君看秦始后
'jun'qi'du'ming'xin 君其笃明信
'jun'wang'wan'ren'di 君王万人敌
'jun'wang'xing'bu'dao 君王行不到
'jun'xin'wei'qie'ku 君心为妾苦
'jun'xin'wu'ding'ru'ming'yue 君心无定如明月
'jun'yi'zhong'lian'he'tai'fu 俊逸终怜何太复
'kai'xiang'yu'jiu'zhou 慨想禹九州
'kai'yan'lan'gan'jie'ping'chu 开眼阑干接平楚
'kan'qu'yi'zhou'xian 看取一舟先
'kan'ren'er'nv'da 看人儿女大
'kan'shan'bu'jue'ming 看山不觉暝
'kan'shan'chuang'xia'du'zhi'yi 看山窗下独支颐
'kan'wai'qiu'yin'kai'da'lu 槛外秋阴开大麓
'kan'wo'qing'tai'yi'mian'hen 看我青苔一面痕
'kang'hai'dong 康海冬
'kang'hai'you'gan 康海有感
'ke'jiu'du'ping'san'chi'jian 客久独凭三尺剑
'ke'jiu'gao'yin'sheng'bai'fa 客久高吟生白发
'ke'li'he'shi'dao 客鲤何时到
'ke'lian'lao'shu'wu'hua'fa 可怜老树无花发
'ke'lian'tong'zhu'bu'tong'gui 可怜同住不同归
'ke'lian'wu'chu'song'jing'qing 可怜无处送荆卿
'ke'lu'feng'chun'bu'dang'chun 客路逢春不当春
'ke'meng'luan'shan'zhong 客梦乱山中
'ke'pin'jian'zhong'qi'shen 轲贫贱终其身
'ke'shen'zan'yu'shui'yun'liu 客身暂与水云留
'ke'wu'jin'guo'zeng'nan'er 可无巾帼赠男儿
'ke'xiao'chun'can'du'ku'xin 可笑春蚕独苦辛
'ke'zhi'bu'guo'ying 客至不果迎
'ke'zhong'chang'ye'meng'hun'fei 客中长夜梦魂飞
'ke'zi'guo'hao'zhui'ye'ma 客子过壕追野马
'kong'can'lv'bin'ban 空惭旅鬓斑
'kong'hai'you'yan'di 控海幽燕地
'kong'huai'jin'shi'you 空怀今世忧
'kong'kuo'yu'long'qi 空阔鱼龙气
'kong'lai'he'ye'pu 空来荷叶浦
'kong'lin'wang'zi'guo 空林枉自过
'kong'liu'yue'zhao'dong'ting'chuan 空留月照洞庭船
'kong'que'fei'cui'jian'pi'xiong 孔雀翡翠兼罴熊
'kong'shan'ji'mo'ren'sheng'jue 空山寂寞人声绝
'kong'shan'liu'shui'du'cheng'chou 空山流水独成愁
'kong'shan'ming'mo'ye'chen'chen 空山冥漠夜沉沉
'kong'tang'bai'ri'liu'yun'wu 空堂白日流云雾
'kong'xie'zou'qi'xia 控緤走其下
'kong'you'jiao'long'yu'chu'ting 恐有蛟龙欲出听
'kou'hu'zi'gao'ge 叩壶自高歌
'kou'men'wu'ren'shi'wu'fu 叩门无人室无釜
'ku'mu'zhu'feng'sheng 枯木助风声
'ku'wu'chen'qi'ying 苦雾沉旗影
'ku'yi'ping'sheng'ma'shao'you 苦忆平生马少游
'kuai'xue'shi'qing'ru'jia'xiang 快雪时晴入佳想
'kuang'fu'jian'ci'guan'shan'tu 况复见此关山图
'kuang'lu'shan'gao'gao'ji'chong 匡庐山高高几重
'kuang'shi'kui'lu'lian 匡时愧鲁连
'kuang'wen'han'yan'xia'jiang'hu 况闻寒雁下江湖
'kui'bi'chao'shi'shi 愧彼超世士
'kun'ming'bo'tao'nan'ji'xiong 昆明波涛南纪雄
'la'ji'qu'xun'fang'cao'lu 蜡屐去寻芳草路
'la'pei'shu'jiu'zun'chu'pou 腊醅熟久樽初剖
'lai'er'ji'xu'qian'xian'zong 赖尔继续前贤踪
'lai'xiao'hai'dei'jin'yu'huan 来宵还得尽馀欢
'lai'zhe'dan'kan'xuan'ming'gong 来者但看玄明宫
'lai'zhu'jue'chen'yang 来住绝尘鞅
'lan'gan'luo'dong'ting 阑干落洞庭
'lan'rao'xiang'he'chu 兰桡向何处
'lan'ren'mu'gui'shan'zhong 蓝仁暮归山中
'lan'xiang'hou'men'geng'ye'ju 懒向侯门更曳裾
'lan'zhi'guo'yun'dong'ling 蓝智过云洞岭
'lan'zhi'yu'zhong'tong'meng'yuan'qian'xian'deng'jia'yu'ting 蓝智雨中同孟原佥宪登嘉鱼亭
'lan'zhu'xue'rong'xiang 兰渚雪融香
'lang'hu'zhong'jian'du'dao'jing 狼虎中间读道经
'lang'hua'zuo'yu'ting'yan'shi 浪花作雨汀烟湿
'lao'chan'si'zuo'che'lun'sheng 老蝉嘶作车轮声
'lao'qu'yuan'ming'yi'xian'xian 老去渊明益羡闲
'lao'xin'liang'du'ku 劳心良独苦
'lao'ya'ming'zao'ri'jin'wu 老鸦鸣噪日近屋
'lao'zhong'bie'li'qing 老重别离情
'lei'li'ti'hua 雷鲤题画
'lei'mei'si'qin'duo 泪每思亲堕
'leng'xiang'lang'ji'qian'shui'shou 冷香狼藉倩谁收
'leng'yan'han'yue'guo'qu'tang 冷烟寒月过瞿塘
'li'bai'neng'shi'fu'neng'jiu 李白能诗复能酒
'li'bai'qian'shi'yuan'you'yue 李白前时原有月
'li'bai'ru'jin'yi'xian'qu 李白如今已仙去
'li'chou'luo'ri'yan'zhong'shu 离愁落日烟中树
'li'dong'yang'feng'yu'tan 李东阳风雨叹
'li'dong'yang'ji'peng'min'wang 李东阳寄彭民望
'li'dong'yang'jiu'ri'du'jiang 李东阳九日渡江
'li'dong'yang'shu'kui 李东阳蜀葵
'li'guan'ren'jiang'shuang'que'tong 立观忍将双阙同
'li'hua'ting'yuan'leng'qin'yi 梨花庭院冷侵衣
'li'luo'bian'ji'su 篱落遍积素
'li'ma'wen'bian'ting 立马问边庭
'li'meng'yang'gen'yue'pian 李梦阳艮岳篇
'li'meng'yang'qiu'wang 李梦阳秋望
'li'meng'yang'tai'shan 李梦阳泰山
'li'meng'yang'xia'kou'ye'bo'bie'you'ren 李梦阳夏口夜泊别友人
'li'meng'yang'xuan'ming'gong'xing 李梦阳玄明宫行
'li'pan'long'bei'zhu'ting 李攀龙北渚亭
'li'pan'long'he'nie'yi'bu'ming'fei'qu 李攀龙和聂仪部明妃曲
'li'pan'long'huai'ming'qing 李攀龙怀明卿
'li'pan'long'ji'yuan'mei'xuan'yi'shou 李攀龙寄元美选一首
'li'pan'long'miao'qiu'deng'tai'hua'shan'jue'ding'xuan'yi'shou 李攀龙杪秋登太华山绝顶选一首
'li'pan'long'tong'zhang'hua'xian'deng'qing'feng'lou 李攀龙同张滑县登清凤楼
'li'pan'long'wan'wang'zhong'cheng'xuan'liang'shou 李攀龙挽王中丞选两首
'li'pan'long'yu'zi'yu'you'bao'shu'ta'tong'fu 李攀龙与子与游保叔塔同赋
'li'ren'cang'huang'shen'lv'bian 里人苍皇神屡变
'li'shi'mou'jian'ji 利石侔剑戟
'li'xian'fang'you'shang'qiu'ru'yong'cheng'tu'zhong'zuo 李先芳由商丘入永城途中作
'li'xin'si'fang'cao 离心似芳草
'li'zhi'lu'ju'wei'neng'xian 荔支卢橘未能先
'lian'er'yi'shen'qin'liang'yi 怜尔一身勤两役
'lian'hua'shui'di'wei'cheng'chu 莲花水底危城出
'lian'qian'shu'se'san'zhang'he 帘前树色散漳河
'liang'bin'shuang'hua'qian'li'ke 两鬓霜华千里客
'liang'feng'qi'jiang'hai 凉风起江海
'liang'liang'fu'lai'hai 两两复来还
'liang'nian'wei'ke'feng'qiu'jie 两年为客逢秋节
'liang'ren'cong'yuan'shu 良人从远戍
'liang'shan'jia'cang'jiang 两山夹沧江
'liang'xiao'you'xiang'ke'zhong'liu 良宵又向客中流
'liang'ying'luan'chi'shang 凉萤乱池上
'liang'yuan'bie'ye'zai 梁园别业在
'liao'dao'hai'ci'fu 潦倒还词赋
'liao'li'yun'bian'hong 嘹唳云边鸿
'liao'ying'ci'ji'you'yi'mu 料应此际犹依母
'liao'ying'yue'bu'xian'wo'chou 料应月不嫌我丑
'liao'zuo'ye'hua'kan 聊作野花看
'lie'huo'fen'shao'ruo'deng'xian 烈火焚烧若等闲
'lie'lie'xi'feng'chui'zhan'pao 猎猎西风吹战袍
'lie'su'sen'zai'lie 列宿森在列
'lie'wang'chi'zeng'bian'shan'yu 列网持矰遍山域
'lin'bi'xi'cun'yin'ju 林弼西村隐居
'lin'bi'yu'ji'yuan 林弼虞姬怨
'lin'feng'du'pan'zhi 临风独攀枝
'lin'gao'na'yuan'feng 林高纳远风
'lin'gong'bao'yu'jiang'an'xiong 琳宫宝宇将安雄
'lin'hong'chu'chu'mo'ling'fu'de'er'shou'xuan'yi'shou 林鸿初出秣陵赋得二首选一首
'lin'hong'chu'sai'qu'xuan'yi'shou 林鸿出塞曲选一首
'lin'lin'shui'rong'chun 粼粼水溶春
'lin'liu'yu'xie'yi'lan'yi 临流欲写猗兰意
'lin'qu'xiang'yu'yan 邻曲相与言
'lin'tiao'yi'qi'zai 临眺亦奇哉
'lin'xuan'shi'si'ye'yue 林炫十四夜月
'lin'zhong'du'xing 林中独行
'ling'duan'yun'fei'jiong 岭断云飞迥
'ling'kong'tie'qi'xing 凌空铁骑行
'ling'qi'kong'ji'kan 灵旗空际看
'ling'ren'gui'si'yi'qi'mi 令人归思益凄迷
'ling'yun'han'guan'shan'xue'ji'tu 凌云翰关山雪霁图
'ling'yun'hu'gao'fei 凌云忽高飞
'liu'bing'chun'xi'zhi'zuo'ye'huai'zhou'shi'yu 刘炳春夕直左掖怀周侍御
'liu'bing'tong'zhou'bo'ning'lian'ta'ju'tan'bei'ge'you'gan 刘炳同周伯宁连塌剧谈悲歌有感
'liu'chao'yi'hen'wan'shan'qing 六朝遗恨晚山青
'liu'de'liang'fu'mo'cang'qiong 留得两赋摩苍穹
'liu'duan'duan 柳短短
'liu'ji'bu'mei 刘基不寐
'liu'ji'cai'lian'ge'xuan'yi'shou 刘基采莲歌选一首
'liu'ji'chang'men'yuan 刘基长门怨
'liu'ji'chun'can 刘基春蚕
'liu'ji'gan'xing'xuan'yi'shou 刘基感兴选一首
'liu'ji'gu'shu 刘基古戍
'liu'ji'guo'min'guan'xuan'yi'shou 刘基过闽关选一首
'liu'ji'ti'sha'xi'yi 刘基题沙溪驿
'liu'ji'wu'yue'shi'jiu'ri'da'yu 刘基五月十九日大雨
'liu'ji'yu'jie'yuan 刘基玉阶怨
'liu'ji'yuan'zhong'sheng 留记远钟声
'liu'jun'hun'san'jin 六军浑散尽
'liu'se'pian'yi'jin'shui'kan 柳色偏宜近水看
'liu'sha'he'qian'shui'ru'tang 流沙河浅水如汤
'liu'shui'xiao'qiao'shan'si 流水小桥山寺
'liu'si'jin'ri'xiang'dong'feng 柳丝今日向东风
'liu'song'bai'hua'zhou 刘崧百花洲
'liu'song'ti'san'gang'si 刘崧题三冈寺
'liu'tai'deng'die'cai'shan 刘台登叠彩山
'liu'xu'chi'tang'xiang'ru'meng 柳絮池塘香入梦
'liu'zhao'feng'yan'jun'duan'chang 六诏风烟君断肠
'long'chuan'ba'jiu'lei'cang'hao 拢船把酒酹苍昊
'long'gong'ye'jiu'shuang'zhu'jian 龙宫夜久双珠见
'long'jia'pu'jiang'li 龙甲铺江丽
'long'ran'sha'qi'nei 嶐然沙碛内
'long'xuan'shang'yuan'shi'san'ye 龙瑄上元十三夜
'lou'chu'fei'tao'ban'shu'hua 露出绯桃半树花
'lou'ge'sui'gao'bu'si'qian 楼阁虽高不似前
'lou'ke'yi'sui'xiang'zhuan'le 漏刻已随香篆了
'lou'shang'chun'yun'zhi'die'qi 楼上春云雉堞齐
'lou'she'xue'feng'ming 楼射雪峰明
'lou'tai'chu'chu'mi'fang'cao 楼台处处迷芳草
'lou'yi'ye'zhi'chun'se'hao 蝼蚁也知春色好
'lu'chu'qian'lin'jiong 路出千林迥
'lu'he'can'dan'mi'qian'kun 六合惨淡迷乾坤
'lu'hua'shuang'qi'man'gong'dao 露华霜气满弓刀
'lu'jia'chui'chen'chen'man'he 芦笳吹尘尘满河
'lu'juan'dai'fu'song'ren'zhi'xi'an 陆娟代父送人之西安
'lu'leng'liu'ying'shi'bu'fei 露冷流萤湿不飞
'lu'nv'men'qian'ying'luo'hua 卢女门前映落花
'lu'qi'zhen'xiang'lao'huai'ping 路歧真向老怀平
'lue'si'lou'jin'fei'cui'pen 略似镂金翡翠盆
'luo'hua'wu'ren'san'jiang'kou 落花误认三江口
'luo'jin'zong'lv'yi'shu'hua 落尽棕榈一树花
'luo'jing'qu'tong'lin 萝径曲通林
'luo'ri'ban'shan'zhui'xia'lu 落日半山追黠虏
'luo'ri'chen'chen'wan'shu'xi 落日沉沉万树西
'luo'ri'chou'shan'gui 落日愁山鬼
'luo'ri'da'qi'ming 落日大旗明
'luo'ri'ling'ge'qi 落日菱歌起
'luo'ri'wan'feng'xi 落日万峰西
'luo'ri'zai'yuan'shan 落日在远山
'luo'ye'xiao'xiao'jiang'shui'chang 落叶萧萧江水长
'luo'yue'fan'qi'ying 落月翻旗影
'lv'jiu'duo'qing'si'gu'ren 绿酒多情似故人
'lv'kun'yue'shi 吕坤月蚀
'ma'ming'zhi'ling'ke 马鸣知夌轲
'ma'shang'chi'bian'shu'qi'xing 马上持鞭数七星
'ma'shang'xiang'feng'tuo'zi'diao 马上相逢脱紫貂
'ma'shang'xiang'feng'xu'jin'zui 马上相逢须尽醉
'ma'ti'you'shang'tai'hang'shan 马蹄又上太行山
'ma'zhong'xi'wan'du'xian'yang 马中锡晚渡咸阳
'ma'zhong'xi'yuan'shi'zu'miao 马中锡元世祖庙
'mai'fan'bao'can'mao'wu'di 麦饭饱餐茅屋底
'mai'xiang'jia'jia'dui 麦响家家碓
'man'dao'chai'lang'ji 满道豺狼迹
'man'er'nu'lei'fei'yu'ji 满耳怒雷飞雨急
'man'jie'zhu'cui'you'cun'nv 满街珠翠游村女
'man'juan'lu'yan'xi 幔卷炉烟袭
'man'lin'feng'xue'bei'xiang'si 满林风雪倍相思
'man'mu'jin'hu'sha 满目尽胡沙
'man'shan'jing'dao'ru'min'zhong 满山秔稻入闽中
'man'shuo'han'ting'si'li'mu 漫说汉庭思李牧
'man'tang'luo'xiu'yu'sheng'han 满堂罗袖欲生寒
'man'tian'feng'yu'xia'xi'hu 满天风雨下西湖
'man'yi'nan'yun'wang'nan'tu 漫倚南云望南土
'man'yuan'xiao'yan'wen'yan'yu 满院晓烟闻燕语
'mei'bian'ye'fan'feng'ren'shao 梅边野饭逢人少
'mei'hua'nan'guo'si 梅花南国思
'mei'ren'chang'duan'cui'lou'yan 美人肠断翠楼烟
'mei'ren'he'zai'qing'yun'duan 美人何在青云端
'mei'ren'ji'mo'kong'chou'mu 美人寂寞空愁暮
'mei'shou'jiang'hua'wei'hua 梅瘦将花未花
'mei'yi'men'qian'liang'hou'gui 每忆门前两候归
'men'qian'luo'jin'bai'tong'hua 门前落尽白桐花
'men'yan'dong'feng'yan'zi'shuang 门掩东风燕子双
'meng'hu'sui'meng'you'ke'xi 猛虎虽猛犹可喜
'meng'hu'yu'chu'ren'xian'zhi 猛虎欲出人先知
'meng'hui'jue'yu'wu'huan'di 梦回绝域乌桓地
'meng'hui'ming'jing'mei 梦回明镜没
'meng'rao'jiang'nan'wei'fu'yi 梦绕江南未拂衣
'meng'yang'yan 孟洋烟
'meng'yuan'shui'neng'su 蒙冤谁能诉
'mian'fa'yi'guan'po'cu'chou 面髪衣冠颇粗丑
'miao'miao'jiang'hu'liao'yi'cha 渺渺江湖聊一槎
'miao'ran'shi'si'jiang'hu'jin 渺然诗思江湖近
'miao'yi'e'tong'gui'shen'hui 妙意俄同鬼神会
'ming'chao'yi'shi'xin'nian'dao 明朝亦是新年到
'ming'chao'you'xia'zhang'hua'lu 明朝又下章华路
'ming'chao'zhi'ge'ji'chong'shan 明朝知隔几重山
'ming'chi'dao'yu'li'yue 溟池岛屿鲤跃
'ming'dang'chui'cheng'liu'luan 明珰垂乘六鸾
'ming'deng'gong'shu'fan 明灯共疏饭
'ming'fa'ying'qian'li 明发应千里
'ming'fu'gao'xuan'zai'jiu'guo 明府高轩载酒过
'ming'lang'bai'hua'zhou 鸣榔百花洲
'ming'mang'ba'ji'you'xin'bing 冥茫八极游心兵
'ming'meng'jue'cong'qiao 冥濛觉葱峭
'ming'ming'lv'li'xu'gui'xiu 明明律例许归休
'ming'nian'jin'ri'hua'kai'fou 明年今日花开否
'ming'ri'lai'kan'zhi'shi'shui 明日来看知是谁
'ming'shi'bao'bing'feng'chen'xia 明时抱病风尘下
'ming'tang'rao'wu'zhu 明堂饶梧竹
'ming'xing'shen'you'cun 溟涬神攸存
'ming'yan'kai'yu'se 暝烟开雨色
'ming'yue'hai'ru'li'bai'shi 明月还如李白时
'ming'yue'qiu'lai'ji'yuan'que 明月秋来几圆缺
'ming'yue'shuang'xuan'jiang'hai'lei 明月双悬江海泪
'ming'yue'tian'men'qiu 明月天门秋
'mo'ba'chun'guang'fu'liu'shui 莫把春光付流水
'mo'bian'feng'ren'wen'gu'xiang 莫便逢人问故乡
'mo'guai'chun'lai'bian'gui'qu 莫怪春来便归去
'mo'jiao'chui'luo'long'tou'hua 莫教吹落陇头花
'mo'jiao'xiang'han'shi'ni'feng 莫教香汗湿泥封
'mo'qu'yi'lan'tian'chang'wang 莫去倚阑添怅望
'mo'shang'kan'yang'liu 陌上看杨柳
'mo'wei'zan'fu'lei 莫为簪绂累
'mo'xi'guo'jiang'ti 莫惜过江题
'mo'xiang'zhao'yang'dian'li'fei 莫向昭阳殿里飞
'mo'xiao'you'ren'lai'kan'wan 莫笑游人来看晚
'mo'yuan'mai'xiang'zai'huang'tu 莫怨埋香在黄土
'mo'zhao'tian'ya'yuan'xing'ke 莫照天涯远行客
'mo'zhi'zhao'jun'qu 莫止昭君曲
'mo'zhi'zheng'yue'shi'jiu'ri'man'shu 莫止正月十九日漫述
'mo'zuo'xu'shan'wan'li'tao 莫作胥山万里涛
'mu'fu'gao'lin'jie'shi'kai 幕府高临碣石开
'mu'gong'shu'zhong'liu 木公恕种柳
'mu'guang'jiong'jiong'dang'lu'zuo 目光炯炯当路坐
'mu'gui'shan'yi'hun 暮归山已昏
'mu'lao'jin'you'jian 母老今犹健
'mu'luo'zhi'feng'jin 木落知风劲
'mu'ma'ye'gui'ying 牧马夜归营
'mu'ru'zhu'ren'men 暮入主人门
'mu'ye'xia'shi'jing'sui'wan 木叶下时惊岁晚
'mu'yin'san'bu'ping 暮吟散不平
'mu'yu'qiu'feng'man'han'nan 暮雨秋风满汉南
'na'bi'xia'jiang'chuan 那比下江船
'na'kan'yan'yu'xia 那堪檐宇下
'na'zhi'shi'ji'you'xiao'xie 那知势极有消歇
'nai'jin'yi'chou'jing'cheng'dong 乃今遗臭京城东
'nan'bei'he'ru'han'er'jing 南北何如汉二京
'nan'bei'qu'chi'bao'zhu'qing 南北驱驰报主情
'nan'cun'bei'cun'jing'zai'he 南村北村竞栽禾
'nan'feng'shu'shu'shu'pi'pa 南风树树熟枇杷
'nan'guo'xin'liang'ge'bai'zhu 南国新凉歌白苎
'nan'pu'xin'lin'guo'ban'qiao 南浦新林过板桥
'nan'xing'bie'wo'he'cong'cong 南行别我何匆匆
'nan'zhi'du'you'hua 南枝独有花
'nei'hu'kong'chuan'shui'shi'hai 馁虎空传税使还
'nen'huang'yang'liu'wei'cang'ya 嫩黄杨柳未藏鸦
'neng'tan'xia'lu'qing 能探黠虏情
'ni'gu'chun'jiu'zui'jing'hua 拟沽春酒醉京华
'nian'huang'yi'zi'yu'er'sun 年荒已自鬻儿孙
'nian'nian'bang'chun'yu 年年傍春雨
'nian'nian'chang'shi'song'xing'ren 年年尝是送行人
'nian'nian'san'yue'li'hua'yu 年年三月梨花雨
'nian'nian'xian'na'xian'guan'tang 年年先纳县官堂
'nian'ru'shu'nan'da 念汝书难达
'nian'zi'nan'xing'lian'jiu'you 念子南行恋旧游
'niang'zi'jun'qian'gao'yi'qi 娘子军前高义旗
'niao'shou'hai'jiao'shan'yao'beng 鸟兽骇叫山摇崩
'nie'jue'yan'yuan'you 蹑屩厌远游
'ning'ci'wan'li'xing 宁辞万里行
'ning'wu'qin'shi'guan 宁污秦氏官
'nu'liu'chu'shi'wei'xuan'wo 怒流触石为漩涡
'nu'tao'qi'bi'shu'chi'yi 怒涛岂必属鸱夷
'nv'ban'xiang'sui'chu'ji'he 女伴相随出芰荷
'ou'da'ren'chu'xi'jiu'jiang'guan'she 欧大任除夕九江官舍
'ou'da'ren'deng'xuan'wu'men'lou 欧大任登宣武门楼
'ou'xiang'xin'feng'shi'li'guo 偶向新丰市里过
'pai'fu'ruo'wu'gen 拍浮若无根
'pai'huai'you'zuo'han'gong'kan 徘徊犹作汉宫看
'pan'yu'tian'wai'gu'jiao'zhou 番禺天外古交州
'pang'ren'bu'shi'xiao'qie'qing 旁人不识笑且轻
'pao'zhi'qiao'bian'yu'lu'bian 抛掷桥边与路边
'peng'shi'sang'gong'she'bu'de 蓬矢桑弓射不得
'peng'ze'gui'lai'yuan'wei'wei 彭泽归来愿未违
'pi'pa'bie'tiao'wei'shui'qi 琵琶别调为谁悽
'pi'yi'ju'chuang'ye'fu'zhou 披衣踞床夜复昼
'pi'yi'nian'yuan'zheng 披衣念远征
'piao'bo'feng'tang'bin'you'si 漂泊冯唐鬓有丝
'piao'miao'zhen'tan'bai'di'gong 缥缈真探白帝宫
'piao'piao'sui'yue'ci'shuang'yan 飘飘岁月此双燕
'piao'ran'xiang'xie'dong 飘然向澥东
'piao'ran'yi'xiang'lin'xu'wu 飘然意象临虚无
'piao'yao'song'tian'yi 飘飖送天衣
'pin'jia'mai'nan'fu'mai'tian 贫家卖男富卖田
'pin'jian'fei'suo'lian 贫贱非所怜
'ping'an'zhi'liang'zi 平安只两字
'ping'chou'shi'li'dou'hua'fei 平畴十里豆花肥
'ping'jiao'tuo'pei'wan'ma'yi 平郊脱辔万马逸
'ping'lan'zhi'dian'ji'hui'kan 凭栏指点几回看
'ping'pu'bi'zhou'lian'chi'dao 平铺碧甃连驰道
'ping'sha'shui'luo'wei'sheng'chao 平沙水落未生潮
'ping'sheng'tu'wu'kan'ren'yi 平生突兀看人意
'ping'tun'wan'li'xiang'ma'guo 平吞万里象马国
'ping'yuan'yi'wang'cao'qi'qi 平原一望草萋萋
'po'lang'yi'zhi'ru'fei'suo 破浪一掷如飞梭
'pou'ke'si'hai'zhen'kun'qiong 掊克四海真困穷
'pu'ya'duan'duan'tao'hua'shui 蒲芽短短桃花水
'pu'yuan'song'ren'zhi'jing'men 浦源送人之荆门
'qi'er'dao'weng'zui'deng'qian 妻儿倒瓮醉灯前
'qi'fa'su'jin'jie 岂乏速进阶
'qi'hang'feng'man'tian 起行风满天
'qi'ji'guang'jiang'lou 戚继光江楼
'qi'ji'guang'ma'shang'xing 戚继光马上行
'qi'kai'dong'ge'kan 起开东阁看
'qi'kan'can'yue'ying'lin'wei 起看残月映林微
'qi'kan'jiang'yue'xiang'ren'di 起看江月向人低
'qi'lv'ke'zui'feng'chui'mao 骑驴客醉风吹帽
'qi'lv'lai'kan'xiang'lu'feng 骑驴来看香炉峰
'qi'nai'qi'pan'he 其奈七盘何
'qi'nian'he'ren'shi'gu'fen 起辇何人识故坟
'qi'niao'shan'kong'shi'yi'ming 栖鸟山空时一鸣
'qi'nu'hou'wo'zhi 妻孥候我至
'qi'qi'hua'yan'you 槭槭花岩幽
'qi'qi'jiang'han'qing 凄其江汉情
'qi'ren'kuang'zou'yuan'wu'tian 杞人狂走怨无天
'qi'shi'jiu'zhong'you'jun'ma 起视厩中有骏马
'qi'shi'yu'sheng'yi'bai'tou 七十馀生已白头
'qi'shu'liu'yun'shi 绮树流云湿
'qi'wei'qiu 妻为囚
'qi'wu'mu'zha'jian'zhu'long 岂无木栅兼竹笼
'qi'xi'jin'li'fan 岂惜筋力烦
'qi'yi'piao'ling'zhang'hai'tou 岂意飘零瘴海头
'qi'yu'er'tong'gui 期与尔同归
'qi'yu'qi'yu'yuan'zhao'yang 其雨其雨怨朝阳
'qi'yue'tao'sheng'ru'jun'lou 七月涛声入郡楼
'qi'zhan'fu'rong'shui'shang'xia 旗飐芙蓉水上霞
'qian'bei'kong'liu'han'mo'cun 前辈空留翰墨存
'qian'bing'qiu'du'qi 潜兵秋度碛
'qian'chui'wan'zao'chu'shen'shan 千锤万凿出深山
'qian'cun'yi'pian'yun'jiang'yu 前村一片云将雨
'qian'feng'hou'feng'xue'mo'hu 前峰后峰雪模糊
'qian'feng'zhi'yi'jia 千峰只一家
'qian'gu'zhong'ling'jia'qi'sheng 千古钟灵佳气盛
'qian'hang'qing'lei'bu'cheng'bei 千行清泪不成悲
'qian'jia'shu'se'fu'shan'guo 千家树色浮山郭
'qian'jin'wei'shou'bai'jin'jian 千金为寿百金饯
'qian'ku'shi'zhu'shuang'pan'long 前矻石柱双蟠龙
'qian'kun'ban'bi'yue'jia'ci 乾坤半壁岳家祠
'qian'kun'hao'dang'shen'nan'ji 乾坤浩荡身难寄
'qian'kun'shu'ai'cai 乾坤孰爱才
'qian'kun'zong'ji'lv 乾坤总羁旅
'qian'li'chang'zheng'bu'dan'yao 千里长征不惮遥
'qian'li'diao'xuan'jing 千里吊玄经
'qian'li'gu'zhou'ji'shui'pang 千里孤舟济水旁
'qian'li'gui'zhou'de'sheng'you 千里归舟得胜游
'qian'li'xiang'si'na'dei'wen 千里相思那得闻
'qian'lin'bi'you'feng 千林闭幽风
'qian'lin'yue'kai'zhao 前林月开照
'qian'lu'bu'zhi'he'di'bie 前路不知何地别
'qian'men'cui'zhu'jie'gao'peng 千门翠竹结高棚
'qian'men'wan'hu'sen'xiang'tong 千门万户森相通
'qian'nang'gan'wei'jiu'bei'kong 钱囊甘为酒杯空
'qian'nian'qing'zhong'zai 千年青冢在
'qian'qiu'bai'xue'dai'jun'geng 千秋白雪待君赓
'qian'qiu'bu'yi'jian 千秋不一见
'qian'ren'yun'zhong'zhui'yi'si 千仞云中缀一丝
'qian'ri'hu'bao'jin'sha'chong 前日虎豹今沙虫
'qian'ri'qin'zhi'shi'mo'chen 前日亲知是陌尘
'qian'san'guo 前三国
'qian'shan'wan'he'mu'yuan'yin 千山万壑暮猿吟
'qian'xiang'xian'jie'xia 牵向闲阶下
'qian'ye'guo'jiang 钱晔过江
'qian'ye'zeng'zhou'feng'qi 钱晔赠周凤岐
'qian'zai'ji'chang'qi 千载际昌期
'qian'zai'lai'ren'shui'yi'qiu 千载来人水一丘
'qian'zhe'ben'fei'ming'zhu'yi 迁谪本非明主意
'qiao'bian'lv'shui'xie 桥边绿水斜
'qiao'wai'qing'shan'ru'kuai'ji 桥外青山入会稽
'qie'shen'wei'jun'juan 妾身为君捐
'qie'si'yi'yi'yi 妾死亦已矣
'qin'chuan'fang'cao'zi'qi'qi 秦川芳草自萋萋
'qin'guan'xi'ri'wei 秦关西日微
'qin'guan'zuo'ye'yi'shu'gui 秦关昨夜一书归
'qin'huang'kong'ci'yi'huang'jin 秦皇空此瘗黄金
'qin'jian'piao'ling'xi'fu'dong 琴剑飘零西复东
'qin'xi'hu'song'dong'zhu'hou 秦玺忽送东诸侯
'qing'cao'chi'tang'luan'huo'dong 青草池塘乱活东
'qing'chen'he'chu'qu 清晨荷锄去
'qing'cheng'chu'an'bian 倾城出岸边
'qing'chun'duo'ban'zao'li'luan 青春多半遭离乱
'qing'dai'nv'ru'xian 青黛女如仙
'qing'feng'jiang'shang'gu'zhou'ke 青枫江上孤舟客
'qing'feng'sa'sa'yu'qi'qi 青枫飒飒雨凄凄
'qing'guang'yi'sheng'qian 清光已生前
'qing'guang'yu'zhi'tong 清光与之同
'qing'jia'wan'jing'zhong 清笳万井中
